case_id,true_planner,true_motive,true_concealer,stable_boy_drugged,dog_silent,delicate_knife_found,alias_bill_found,horse_at_scene,coat_deliberately_placed,horse_hidden_by_neighbor,death_consistent_with_horse_kick,outsider_seen_near_stable,tracks_to_rival_property,dog_familiarity_score,instrument_delicacy_score,post_outsider_gambler,post_trainer,post_rival_trainer,post_unknown_intruder,pred_planner,pred_confidence,is_correct
1165,outsider_gambler,betting_sabotage,outsider_gambler,0,0,1,0,1,0,0,0,1,0,0.22002331793419072,0.7179626169954169,0.9522454617101207,1.6726730820913873e-06,0.01022032992247335,0.037532535694323896,outsider_gambler,0.9522454617101207,1
1166,trainer,betting_sabotage,none,1,1,1,1,1,1,1,1,1,1,0.9119261728535931,0.9120728542899892,1.419886940517513e-16,0.9999999999979055,2.094341422351894e-12,1.5920312824156943e-21,trainer,0.9999999999979055,1
1167,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.5201722721153863,0.9330220899538209,2.4734500798574055e-12,0.9999999873034945,1.2694031844669357e-08,7.638737536935916e-17,trainer,0.9999999873034945,1
1168,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.8928916705222337,0.8999829017212588,6.45319240968787e-15,0.9999999999665687,3.342484866504427e-11,1.6554460213285764e-19,trainer,0.9999999999665687,1
1169,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.7932021346040952,0.4476382167205734,2.106683278811241e-09,0.9999925872916803,7.410601211379147e-06,4.2507321673374914e-13,trainer,0.9999925872916803,1
1170,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,0,1,0,0.10411059040925019,0.15197305605539574,0.4461819367811598,2.9010977354726067e-18,0.00030224715105284396,0.5535158160677873,unknown_intruder,0.5535158160677873,0
1171,outsider_gambler,betting_sabotage,none,1,0,0,1,0,0,0,0,1,0,0.12013589772256106,0.0749451472047899,0.8015969847615937,4.391947172871981e-16,0.001049565398924162,0.1973534498394818,outsider_gambler,0.8015969847615937,1
1172,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,0,0,1,0.28558739410440664,0.38116239362088455,0.003497339238154848,1.4595562350253745e-09,0.995403389070353,0.0010992702319360032,rival_trainer,0.995403389070353,1
1173,rival_trainer,horse_concealment,rival_trainer,1,0,0,0,0,0,1,1,1,1,0.16705618258921984,0.28006254618076554,0.0504562649571719,1.9035960282175314e-10,0.9476493702523943,0.0018943646000741904,rival_trainer,0.9476493702523943,1
1174,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8438774289372696,0.8990572717669357,3.974668780973174e-15,0.9999999997329596,2.670363882303434e-10,5.26101203725674e-19,trainer,0.9999999997329596,1
1175,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,0,1,0.7957151522393558,0.666912181377022,4.1438116790573314e-11,0.9999999488389644,5.1119572385945003e-08,2.5216466863214748e-14,trainer,0.9999999488389644,1
1176,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,0,0,0.14593147446689395,0.1840552243750235,0.29309571930936384,8.026837887339836e-15,0.006182234471291517,0.7007220462193366,unknown_intruder,0.7007220462193366,1
1177,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,0,0,0.8302057451690655,0.6128781345956513,6.94821792008035e-10,0.9999999861074336,1.3196960731837923e-08,7.839576097347788e-13,trainer,0.9999999861074336,1
1178,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.45964518956435174,0.959791300274769,9.637859205460189e-13,0.9999999950357634,4.963272846175725e-09,1.9569376825107193e-17,trainer,0.9999999950357634,1
1179,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,1,0,0.6773197863289262,0.8894389132804695,3.498572138303987e-10,0.9999999991835529,4.665520251392831e-10,3.793035405022804e-14,trainer,0.9999999991835529,1
1180,outsider_gambler,theft_attempt,outsider_gambler,0,0,0,0,1,0,0,0,0,0,0.2023792114140644,0.1712612467167029,0.30411908688176614,4.810219279283967e-14,0.007356202071340573,0.6885247110468452,unknown_intruder,0.6885247110468452,0
1181,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.5868867204639455,0.7418164804434272,5.724346463288109e-10,0.9999978621631735,2.137264323042698e-06,6.873940952872103e-14,trainer,0.9999978621631735,1
1182,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,1,1,0,0,0.8688031664106759,0.7262315828726342,5.069305866801569e-12,0.9999999960509467,3.943980895766977e-09,3.1694108490434334e-15,trainer,0.9999999960509467,1
1183,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,0,0,1,0.23594384208132607,0.2928761485288105,0.0050317431730125765,5.5051256588213796e-11,0.9926632671018834,0.002304989670052918,rival_trainer,0.9926632671018834,1
1184,trainer,betting_sabotage,none,1,1,1,1,1,0,0,1,0,1,0.9685262254470015,0.849049750834346,2.3674726404338063e-16,0.9999999999995262,4.735060360577766e-13,2.5406930532654844e-20,trainer,0.9999999999995262,1
1185,rival_trainer,competitive_sabotage,none,0,0,0,0,0,0,1,1,0,1,0.25707980895635174,0.518280232688419,0.0018536991149133454,2.0584399220123818e-08,0.9978678040715141,0.0002784762291734764,rival_trainer,0.9978678040715141,1
1186,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,1,0,1,0,0.2821734406185337,0.09915016599348374,0.6465319325061007,5.455715146638179e-14,0.054072824016063954,0.29939524347778074,outsider_gambler,0.6465319325061007,0
1187,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.9399460277119956,0.8048386988587314,7.931788652985015e-16,0.9999999999272569,7.274243699167166e-11,1.0876615562903782e-19,trainer,0.9999999999272569,1
1188,trainer,betting_sabotage,none,1,1,1,1,1,1,1,1,0,1,0.8180484287044729,0.801555678248714,3.221030541570584e-14,0.9999999961249186,3.875049168648566e-09,5.80475225712346e-18,trainer,0.9999999961249186,1
1189,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.2754627037708324,0.22904478469504555,0.7127291792462113,7.10294427027793e-13,0.001672724044817893,0.28559809670826064,outsider_gambler,0.7127291792462113,1
1190,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,0,0.13050073530990025,0.20004945310020664,0.5181885233856822,1.066845907198093e-16,0.0005028698036578269,0.48130860681065984,outsider_gambler,0.5181885233856822,0
1191,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,1,0,0,0.3876883419104106,0.44091796837626956,0.6825869669487837,9.161571144604416e-07,0.1230664531014679,0.194345663792634,outsider_gambler,0.6825869669487837,0
1192,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,1,1,0.7466898473656612,0.9307423459080416,1.852403997596856e-14,0.9999999998445683,1.5541317767074933e-10,3.523921895013613e-19,trainer,0.9999999998445683,1
1193,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,0,0.9202464423293234,0.7063588039651392,6.608058904141094e-14,0.9999999998386782,1.6125584149458048e-10,1.8144754848377333e-17,trainer,0.9999999998386782,1
1194,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.835052601672504,0.750684968030006,6.285264677069638e-13,0.9999999704755871,2.9523784059596756e-08,2.3844712022324077e-16,trainer,0.9999999704755871,1
1195,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.24662406103371265,0.3675899812414965,0.7915604837933734,1.4824104711985936e-11,0.0026185168574783175,0.20582099933432413,outsider_gambler,0.7915604837933734,0
1196,outsider_gambler,theft_attempt,none,1,0,0,0,0,0,0,0,1,0,0.47274735341062,0.5832164418498543,0.9424757155429756,1.128641362106716e-06,0.007867830085996405,0.049655325729665904,outsider_gambler,0.9424757155429756,1
1197,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8427520910130168,0.8781593855033519,1.1173378650307337e-15,0.999999999825941,1.7405792824250483e-10,1.0505075038235277e-19,trainer,0.999999999825941,1
1198,rival_trainer,horse_concealment,rival_trainer,0,0,0,1,0,0,1,1,1,1,0.32429547154719635,0.5837402992939118,0.009158592892870182,3.1192943629455555e-05,0.9907269879621735,8.322620132686003e-05,rival_trainer,0.9907269879621735,1
1199,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9711832874446127,0.8782502883144796,2.294904308897339e-19,0.9999999999999103,8.966966940027219e-14,6.3892448069797994e-24,trainer,0.9999999999999103,1
1200,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,0,1,1,0.10458716243345659,0.30425812431585814,0.11211887477048377,4.768819833009811e-13,0.8711457190449632,0.016735406184076047,rival_trainer,0.8711457190449632,1
1201,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,1,1,1,0.10083088779075419,0.378518850289423,0.7371189462462011,1.6792392158335787e-11,0.19804515313366325,0.06483590060334322,outsider_gambler,0.7371189462462011,0
1202,rival_trainer,horse_concealment,none,1,0,0,0,0,1,1,1,0,1,0.13970207677390964,0.2944097267016006,0.0014207603076004537,2.7821453571214487e-10,0.9984587716331915,0.00012046778099345686,rival_trainer,0.9984587716331915,1
1203,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,1,1,0,0,1,0.28941640281117326,0.43096877173735976,0.001257443517070674,1.6099149477745563e-08,0.9985489320373313,0.00019360834644850802,rival_trainer,0.9985489320373313,1
1204,outsider_gambler,theft_attempt,none,0,0,0,0,1,1,0,0,1,0,0.26237534854142197,0.07164336309307529,0.6353053732904905,1.2499288737674593e-15,0.0013511268842352634,0.3633434998252729,outsider_gambler,0.6353053732904905,1
1205,outsider_gambler,theft_attempt,none,1,0,0,0,0,0,1,1,1,0,0.06882819698359637,0.034614932869708175,0.7006604622538724,2.8816215441230516e-19,0.021432198774165107,0.2779073389719625,outsider_gambler,0.7006604622538724,1
1206,rival_trainer,horse_concealment,rival_trainer,0,1,0,1,1,0,1,0,0,1,0.22423947680223436,0.1602880827414881,0.0018228100505269789,5.675350794706057e-09,0.9979044632572148,0.0002727210169073726,rival_trainer,0.9979044632572148,1
1207,trainer,betting_sabotage,none,1,1,0,1,1,1,1,1,1,1,0.9115630890190067,0.6580672059508726,3.285943086139051e-11,0.9999998368990948,1.6306804225142977e-07,3.607367359645521e-15,trainer,0.9999998368990948,1
1208,outsider_gambler,betting_sabotage,outsider_gambler,0,0,1,0,1,0,0,1,1,0,0.06018253082261236,0.16759967888403898,0.8418225221120702,1.0324133624233685e-14,0.0022158603395962765,0.15596161754832313,outsider_gambler,0.8418225221120702,1
1209,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,1,1,0.8600241467882078,0.9109025893562304,1.725271279778723e-15,0.9999999999804672,1.9531201876805557e-11,2.745149962291729e-20,trainer,0.9999999999804672,1
1210,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.8089542031369473,0.7300754655242867,3.126576803831627e-11,0.999999919922189,8.00465414951408e-08,3.753120091044138e-15,trainer,0.999999919922189,1
1211,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,0,0,1,0,0.2107151153127793,0.3697961245003529,0.9021193416333255,1.324124292709491e-10,0.0035566093323344183,0.09432404890192764,outsider_gambler,0.9021193416333255,1
1212,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,1,0,0,0,0.37521423325906045,0.09669783229229598,0.2147655839558196,2.3140003263118874e-13,0.259528891714992,0.525705524328957,unknown_intruder,0.525705524328957,1
1213,trainer,concealed_financial_pressure,none,0,1,1,1,1,1,1,1,0,1,0.7763494460683498,0.901130570555578,7.756716087169194e-14,0.999999992113291,7.886631389133973e-09,1.995471720710059e-17,trainer,0.999999992113291,1
1214,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,0,0,1,0.4870507427967005,0.34155356559565875,0.0025120169402477687,4.476876888427698e-08,0.996848432577728,0.0006395057132553508,rival_trainer,0.996848432577728,1
1215,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,0,1,0,0.17791827975171762,0.6386884889633747,0.838655418766707,5.1442061703733845e-11,0.0028999458584423677,0.1584446353234086,outsider_gambler,0.838655418766707,1
1216,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7110979052728886,0.5283757987212745,2.634722529186595e-10,0.9999858674994387,1.413223688293154e-05,2.059690393407864e-13,trainer,0.9999858674994387,1
1217,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8458976613615341,0.924610133183919,1.0569206015377406e-16,0.999999999980886,1.911404200844956e-11,5.8732727328544295e-21,trainer,0.999999999980886,1
1218,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,1,1,1,0,1,0.9345268566249716,0.718039065814439,2.0167946482595706e-13,0.9999999848365366,1.51632616421402e-08,8.042100416206912e-17,trainer,0.9999999848365366,1
1219,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,0,1,0,0.3252387640866781,0.048796808194060556,0.357538825659547,3.809508600998566e-18,0.00019427029590728023,0.6422669040445458,unknown_intruder,0.6422669040445458,0
1220,rival_trainer,horse_concealment,none,0,0,0,0,0,1,1,0,0,1,0.33131118795285586,0.04145521252218388,0.01085638958946778,2.2624492989525687e-15,0.9724340013084152,0.016709609102114813,rival_trainer,0.9724340013084152,1
1221,trainer,betting_sabotage,none,1,1,1,1,1,1,1,0,0,0,0.8011312301692943,0.9145631202872798,3.6508171151126953e-13,0.9999999995948221,4.0481272228141484e-10,1.0805674383938129e-16,trainer,0.9999999995948221,1
1222,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.5834265143902716,0.9105961747319541,1.7112315686242319e-12,0.9999999394233091,6.057497928735627e-08,4.260415069571802e-16,trainer,0.9999999394233091,1
1223,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.9295677770344856,0.7487910953845652,9.743035204236656e-14,0.9999999995440072,4.558953377718556e-10,5.185454891579932e-18,trainer,0.9999999995440072,1
1224,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,1,1,1,1,1,0.6405093478744471,0.78763220553529,9.652841293145653e-09,0.9999818982915397,1.8092053108188348e-05,2.5107437380533164e-12,trainer,0.9999818982915397,1
1225,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,0,0,0.22651569563677632,0.0308041511592589,0.12348067808675484,4.7706465980908485e-19,0.0007883317076881457,0.8757309902055571,unknown_intruder,0.8757309902055571,1
1226,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.9424835967936921,0.8638182365604173,1.3878096619661732e-16,0.9999999999977409,2.2590369461072342e-12,1.8356360836069572e-21,trainer,0.9999999999977409,1
1227,outsider_gambler,betting_sabotage,none,0,1,0,0,1,0,0,0,1,0,0.1981872737792137,0.20702459652986174,0.7740657633503357,6.922863437397089e-12,0.0026540816521814295,0.22328015499055995,outsider_gambler,0.7740657633503357,1
1228,rival_trainer,horse_concealment,none,0,0,0,0,0,1,1,0,0,1,0.46837602224412106,0.6424726733987879,0.0007666378321295707,5.8327202105453904e-06,0.9991599838136462,6.754563401373397e-05,rival_trainer,0.9991599838136462,1
1229,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.6901071083974841,0.8004151826398879,1.197617448045082e-10,0.999999745647279,2.542329446223099e-07,1.4568386393601557e-14,trainer,0.999999745647279,1
1230,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.6814881227837598,0.966007412675224,3.181053328754432e-16,0.9999999999563787,4.362107400343825e-11,1.3475978291719046e-20,trainer,0.9999999999563787,1
1231,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.5444367373173504,0.7965919320030804,2.645853232555429e-11,0.9999983750543943,1.6249191370690268e-06,1.0117753785607729e-14,trainer,0.9999983750543943,1
1232,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.9674584037426659,0.7597615177428729,1.9878310225346675e-16,0.9999999999964888,3.51097542832922e-12,3.344938241227322e-21,trainer,0.9999999999964888,1
1233,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.7642468432326913,0.9394319985339776,4.523972189172292e-15,0.9999999997299733,2.700221618753068e-10,4.763356737197038e-19,trainer,0.9999999997299733,1
1234,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8556162408404138,0.5794920949338969,1.3525428929854204e-12,0.9999998759859604,1.2401268647559824e-07,5.289332412233879e-16,trainer,0.9999998759859604,1
1235,trainer,betting_sabotage,none,1,1,1,1,1,1,1,1,0,0,0.758027159792702,0.6332766054647685,1.5113749909340006e-10,0.9999998314084582,1.6844027913622119e-07,1.251081721786756e-13,trainer,0.9999998314084582,1
1236,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,0,0,1,0,0,1,0.31873469207787175,0.23393421388658386,0.006699090848100378,1.4850281526525563e-11,0.9881395267647606,0.0051613823722887146,rival_trainer,0.9881395267647606,1
1237,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.5975310301655902,0.80032350231821,9.238649809138731e-10,0.9999983980288597,1.6010471364062286e-06,1.389654696228714e-13,trainer,0.9999983980288597,1
1238,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,1,1,0.6659945709071612,0.9187024831723779,6.736810988278571e-12,0.9999999993625852,6.306776298965654e-10,3.1103374069112746e-16,trainer,0.9999999993625852,1
1239,outsider_gambler,betting_sabotage,none,0,0,0,0,1,1,0,0,1,0,0.21498375412296075,0.17015798388105563,0.7493333477041967,1.2286207155373114e-13,0.002856888837319239,0.24780976345836117,outsider_gambler,0.7493333477041967,1
1240,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,0,0.6710772634422333,0.8658738625040078,3.115962480835862e-12,0.9999999955953884,4.4014945801091175e-09,9.932882483673428e-16,trainer,0.9999999955953884,1
1241,outsider_gambler,theft_attempt,none,0,0,0,0,1,0,0,0,1,0,0.5315530483844565,0.1774847888361448,0.7546224144879786,4.2776509649171384e-11,0.0024628681165713663,0.24291471735267342,outsider_gambler,0.7546224144879786,1
1242,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,0,1,1,0,1,0.05024351269578427,0.3329990363802824,0.00714898823218876,2.4553065826065476e-14,0.9896589952266891,0.0031920165410975546,rival_trainer,0.9896589952266891,1
1243,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,0,0,0.2546563057201972,0.036127020777963655,0.0949578362226677,2.7570878871563666e-19,0.0005501782207719111,0.9044919855565603,unknown_intruder,0.9044919855565603,1
1244,outsider_gambler,betting_sabotage,none,0,1,0,0,1,0,0,0,0,0,0.6604584350481286,0.027680266407174282,0.3325511676294524,3.4884406320398353e-12,0.009917262488990995,0.6575315698780682,unknown_intruder,0.6575315698780682,0
1245,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,1,1,1,1,1,0.9215740888703774,0.9399574193971475,3.3559320125365697e-16,0.9999999999955576,4.442036676256057e-12,6.112355129709664e-21,trainer,0.9999999999955576,1
1246,outsider_gambler,betting_sabotage,none,1,1,0,0,1,1,0,0,1,0,0.11322019365574268,0.41630683254203943,0.9509734480995315,1.122565684187955e-08,0.0140892808276068,0.03493725984720478,outsider_gambler,0.9509734480995315,1
1247,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,1,1,0,0.17304430876663157,0.06015793396106426,0.5198921554610945,5.522802024042216e-18,0.0004514677578899636,0.4796563767810156,outsider_gambler,0.5198921554610945,1
1248,outsider_gambler,theft_attempt,none,0,0,0,0,1,0,0,0,1,0,0.20149380665687328,0.49562282940669883,0.8390332573952224,5.841939214897038e-11,0.003238240310779046,0.1577285022355792,outsider_gambler,0.8390332573952224,1
1249,unknown_intruder,opportunistic_intrusion,none,1,0,0,0,1,0,1,0,1,0,0.33853870072958303,0.06951927855974917,0.7701836029503584,6.200078074115254e-13,0.07214807403363699,0.15766832301538455,outsider_gambler,0.7701836029503584,0
1250,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.33367611145896525,0.11502026453245622,0.612511094814252,2.111806053019213e-14,0.0009249854154082388,0.3865639197703187,outsider_gambler,0.612511094814252,1
1251,outsider_gambler,betting_sabotage,none,1,0,1,0,0,0,0,0,1,0,0.2407592089368452,0.1666729906229078,0.8601171532281696,1.0335241511496128e-11,0.0023758576918309553,0.13750698906966413,outsider_gambler,0.8601171532281696,1
1252,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,0,1,0,0,1,0.15122915915686508,0.13383734294596653,0.016815990592106,2.869839239937486e-15,0.9554567747030944,0.027727234704796645,rival_trainer,0.9554567747030944,1
1253,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.7899609591278228,0.7577167124286556,3.111802261264959e-12,0.9999999805233942,1.9473493820324414e-08,2.0319448967443694e-16,trainer,0.9999999805233942,1
1254,unknown_intruder,opportunistic_intrusion,none,1,0,0,0,0,0,0,0,1,0,0.1495181487042922,0.1736334281386239,0.7238899174085851,3.161205937969761e-15,0.0008852318370549747,0.27522485075435676,outsider_gambler,0.7238899174085851,0
1255,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,1,1,0,1,1,0.18738242936143928,0.15957886323994072,0.06030248551032849,9.641785037020652e-13,0.9320122806482269,0.007685233840480492,rival_trainer,0.9320122806482269,1
1256,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.5120330016550663,0.4211392744458457,1.8844218192328194e-07,0.9947164633825765,0.005283347855935125,3.1930638993196073e-10,trainer,0.9947164633825765,1
1257,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,1,1,1,0,1,0.7843576632709985,0.7484556683244795,8.352199326903678e-12,0.9999993783313817,6.21660260031208e-07,5.944529421662754e-15,trainer,0.9999993783313817,1
1258,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,0,0,0.7296905731407638,0.8998883632940721,4.858401114128861e-12,0.999999999872953,1.2218713911067033e-10,1.5996567820182715e-15,trainer,0.999999999872953,1
1259,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.564073149164495,0.8709437249300638,1.6204026424906352e-12,0.9999998781915471,1.2180683208367703e-07,3.5877946927463094e-16,trainer,0.9999998781915471,1
1260,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,1,1,1,1,0.9210301179365858,0.8137044269832212,3.087061189036825e-14,0.9999999998458988,1.5407024060838718e-10,1.2581320864440017e-18,trainer,0.9999999998458988,1
1261,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7948980326736554,0.5989018210787879,6.866779199360619e-12,0.9999994722655382,5.277275918833086e-07,3.258397839737228e-15,trainer,0.9999994722655382,1
1262,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9469984090074299,0.744979904986342,2.249504346467827e-16,0.9999999999516083,4.839152692821656e-11,2.2294822129001835e-20,trainer,0.9999999999516083,1
1263,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,1,1,1,0,0,1,0.3449232138478449,0.3925426713468204,0.0012074609929320639,2.730842554827945e-08,0.9986010606290834,0.00019145106955896602,rival_trainer,0.9986010606290834,1
1264,outsider_gambler,betting_sabotage,none,1,0,0,0,1,1,0,1,1,0,0.5316289305252784,0.49192219434524626,0.9382002345302558,0.0013554411818852976,0.05044999911651951,0.00999432517133926,outsider_gambler,0.9382002345302558,1
1265,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,1,0,0,0.31182875886130385,0.08704538343433303,0.3119321782500525,3.8723135717498353e-14,0.008702471471105526,0.6793653502788033,unknown_intruder,0.6793653502788033,1
1266,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,1,0.5365189328780666,0.867442740115423,3.291742576113801e-12,0.999999767955085,2.3204162231342243e-07,7.91202049574471e-16,trainer,0.999999767955085,1
1267,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.7688076525632391,0.897669119907152,6.169694727342029e-14,0.999999999505951,4.9398728054622e-10,1.6527615310763026e-18,trainer,0.999999999505951,1
1268,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,1,1,0,0.09860000685821947,0.10664307706433204,0.677992304456683,6.686108565325941e-17,0.0009201693848392295,0.32108752615847774,outsider_gambler,0.677992304456683,0
1269,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,0,1,0,0,1,0.30931239496154533,0.14713034347154405,0.010038154039674663,6.124964091986816e-13,0.9784103643522787,0.011551481607434145,rival_trainer,0.9784103643522787,1
1270,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.7822764756906097,0.9009011632873997,3.326305523124322e-13,0.9999999988655655,1.1341020014339472e-09,1.4255297872580447e-17,trainer,0.9999999988655655,1
1271,outsider_gambler,betting_sabotage,none,1,0,1,0,1,0,0,1,1,0,0.14362854653663387,0.1536115809153871,0.9393533867583704,4.1226422764939445e-11,0.004882015039096709,0.05576459816130651,outsider_gambler,0.9393533867583704,1
1272,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,1,0,1,0,0,1,0.3128552330608661,0.34663886074202926,0.003573630272660875,1.3589387959611336e-09,0.9952267554834852,0.0011996128849152147,rival_trainer,0.9952267554834852,1
1273,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,1,0,1,0.04347502754695315,0.5727273153090587,0.0034000186364181737,7.604723756970395e-12,0.9961345677596197,0.0004654135963573666,rival_trainer,0.9961345677596197,1
1274,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.7947179807047917,0.8449148995742627,2.28851909974079e-13,0.9999999982665251,1.7332461646180654e-09,8.807072447544603e-18,trainer,0.9999999982665251,1
1275,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,1,0,1,0.12961837798730866,0.3848780516955966,0.002778251910994758,1.2700284827619257e-10,0.9966988892224711,0.000522858739531311,rival_trainer,0.9966988892224711,1
1276,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,0,0,0.07082401942704132,0.23211972941362535,0.2926793046993783,3.9416186928180544e-16,0.00502488074428486,0.7022958145563365,unknown_intruder,0.7022958145563365,1
1277,trainer,betting_sabotage,none,1,1,1,1,1,0,1,1,0,1,0.8191146790218581,0.7462028112816064,1.1916187021641466e-12,0.9999999475006661,5.249814170615596e-08,4.945600038202519e-16,trainer,0.9999999475006661,1
1278,outsider_gambler,theft_attempt,outsider_gambler,0,0,0,0,1,0,0,0,1,0,0.31504521126963664,0.33034987710041536,0.7904752710795776,4.00701310029087e-11,0.002813336885495216,0.20671139199485714,outsider_gambler,0.7904752710795776,1
1279,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,0,0,0.1993919425758378,0.2268707292513056,0.3540308019939318,3.9094970907117193e-13,0.010773051283488872,0.6351961467221884,unknown_intruder,0.6351961467221884,1
1280,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.9531300321146127,0.8609404640237385,5.73430188744468e-17,0.9999999999989673,1.0327279368389155e-12,6.70942014751901e-22,trainer,0.9999999999989673,1
