case_id,true_planner,true_motive,true_concealer,stable_boy_drugged,dog_silent,delicate_knife_found,alias_bill_found,horse_at_scene,coat_deliberately_placed,horse_hidden_by_neighbor,death_consistent_with_horse_kick,outsider_seen_near_stable,tracks_to_rival_property,dog_familiarity_score,instrument_delicacy_score
691,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,1,0,1,0,0.08063293219598304,0.01643906801040494
692,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.611339959778776,0.8466823348977693
693,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,0,0,0.028942096584056824,0.06177575831313773
694,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9034129227979244,0.8794591000604163
695,outsider_gambler,betting_sabotage,none,0,0,0,0,0,1,0,0,1,1,0.36939705456462635,0.09955937531407391
696,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,0,1,1,0,1,0.22499886055202295,0.4588294621809232
697,outsider_gambler,betting_sabotage,none,0,0,0,0,1,1,0,0,1,0,0.45100201831598086,0.14257849041574674
698,rival_trainer,horse_concealment,rival_trainer,1,0,0,0,1,1,1,0,1,1,0.1227860059135901,0.6043786959981973
699,rival_trainer,horse_concealment,none,1,0,0,0,1,0,1,0,0,0,0.5463405799304559,0.1460578832210747
700,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,1,0,1,0.07565573877202775,0.3598447892046636
701,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,0,1,1,0.4796213770363419,0.27935977627770686
702,rival_trainer,horse_concealment,rival_trainer,0,1,0,0,1,1,1,0,0,1,0.18741671879499594,0.02940595773811137
703,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8563328253107085,0.9189085386289314
704,outsider_gambler,betting_sabotage,outsider_gambler,1,0,0,0,1,0,0,0,1,0,0.042140514265041666,0.1505087428424178
705,outsider_gambler,theft_attempt,outsider_gambler,0,1,0,0,1,0,0,0,1,0,0.068091089456833,0.099956004647828
706,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,0,1,0,1,0.764036471656149,0.8967033181004804
707,trainer,betting_sabotage,none,1,1,1,1,1,1,0,1,0,0,0.8417938333486124,0.9367562820761842
708,rival_trainer,competitive_sabotage,rival_trainer,0,0,1,0,0,0,1,0,1,1,0.2822253833520723,0.2493440817566314
709,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.863622604870481,0.8346530455942336
710,unknown_intruder,opportunistic_intrusion,none,0,0,0,1,1,1,0,0,1,1,0.05652797369753696,0.06546637203588453
711,rival_trainer,horse_concealment,rival_trainer,0,1,0,0,1,1,1,1,0,1,0.22863148055457727,0.3669379018818402
712,outsider_gambler,theft_attempt,none,1,0,0,0,1,0,0,0,1,0,0.40877934790871984,0.325180628168477
713,outsider_gambler,theft_attempt,outsider_gambler,0,0,0,0,0,0,0,0,1,0,0.37803347859837905,0.10620271049737787
714,trainer,betting_sabotage,none,0,1,1,0,1,0,0,1,0,1,0.45289924314453767,0.7393890969684599
715,outsider_gambler,betting_sabotage,outsider_gambler,0,0,1,0,1,1,0,1,1,0,0.10990046257258515,0.2721286515472162
716,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.5868852088230057,0.7052048651795237
717,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9068825991321351,0.9396466212817569
718,trainer,betting_sabotage,none,1,1,1,1,1,0,1,1,1,1,0.9229924618289665,0.7564085183686784
719,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.8668843236034818,0.5958766389462722
720,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,1,0,0,0,1,0,0.12252517288956509,0.27029135361702306
721,trainer,betting_sabotage,none,1,1,1,1,1,1,1,1,0,0,0.6447727450174118,0.8368680624188282
722,rival_trainer,competitive_sabotage,none,0,1,0,0,1,0,1,1,0,1,0.4869884090495148,0.12410570933899238
723,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.901504941515845,0.8235702516673639
724,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8474325472604034,0.7425119036721841
725,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,0,1,1,0,1,0.23417249126184975,0.5870952386557449
726,outsider_gambler,betting_sabotage,outsider_gambler,1,0,0,0,1,0,0,0,1,0,0.29513076608096306,0.20743797815614654
727,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,1,1,1,1,1,0.6873720894459914,0.9964075910077894
728,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,1,0,1,0,0.0707568120036438,0.2118223695915143
729,outsider_gambler,betting_sabotage,none,0,0,0,0,0,1,0,1,0,0,0.3357943417267935,0.1492772426406511
730,unknown_intruder,opportunistic_intrusion,none,1,0,0,0,1,1,0,0,1,0,0.5000187499459482,0.331996990422068
731,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.9166436278204535,0.6721488077106568
732,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8509759690741557,0.852194234401202
733,outsider_gambler,theft_attempt,none,0,0,0,0,1,1,0,0,1,0,0.5680398217998578,0.1999181975887148
734,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8991036227423136,0.8927392431433052
735,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9456267795237401,0.817927802045859
736,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.8067537916841323,0.7875633136457142
737,outsider_gambler,theft_attempt,none,1,1,0,0,1,0,0,0,1,0,0.14651108981578886,0.1345565650291459
738,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,0,1,1,0,1,0.8301747967699856,0.7924668914013426
739,trainer,concealed_financial_pressure,none,0,1,1,1,1,1,1,1,0,1,0.7192502632502443,0.639748595409571
740,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,0,0,0.30614276160777254,0.29064829412110754
741,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,0,0,1,0.16259186060851885,0.35537215147314016
742,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.45534334025584916,0.8517518080005848
743,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,1,1,1,1,1,0.8431984047815125,0.8004183587739913
744,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,1,1,1,0,0,1,0.24166661731078715,0.26974476899698174
745,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,0,0.9392638681850517,0.7676353060397043
746,trainer,concealed_financial_pressure,none,0,1,1,1,1,1,0,0,0,0,0.7488598142982253,0.88966192515118
747,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.7439867922099883,0.8962184417591053
748,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8704243948425737,0.8620191415281045
749,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8609274453010068,0.5953574118445446
750,rival_trainer,horse_concealment,none,0,0,0,1,1,0,1,0,0,0,0.5223728051677884,0.2037106119557269
751,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,1,1,0,0,1,0.6047066755010171,0.1716797697472849
752,rival_trainer,horse_concealment,rival_trainer,0,0,1,0,1,1,1,1,1,1,0.20699925613507722,0.17056172575455422
753,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,1,1,0,0.2039470052649648,0.36102068747911886
754,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.6284609181445918,0.7388755330422432
755,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8984517562247494,0.8236867578854111
756,trainer,betting_sabotage,rival_trainer,1,1,0,1,1,1,1,1,1,1,0.6919639835954603,0.8528401760708741
757,outsider_gambler,betting_sabotage,outsider_gambler,1,0,0,0,1,0,0,0,1,0,0.39766690451957937,0.5072810128238835
758,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9263172786914996,0.9355911120769884
759,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6116093885977582,0.7544098409339124
760,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,0,0.11568850854297688,0.0721102069496987
761,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,1,0,1,0,0,0.3860660559785616,0.06554640681278415
762,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,0,1,0,0.24110983336474978,0.06883551692602802
763,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6499547141697122,0.7670931816935304
764,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,1,0,0,1,0,1,1,0.08411477460428513,0.41252783388026326
765,outsider_gambler,theft_attempt,none,0,0,0,0,1,1,0,0,1,0,0.5817247755390312,0.11851800836662289
766,outsider_gambler,betting_sabotage,none,0,0,0,0,0,1,0,0,1,0,0.11315941595862013,0.11614917301859969
767,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.5466635709328361,0.595216942865939
768,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,1,0,0,0,0,0.12260816101933666,0.23923269160762797
769,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.923446079319704,0.5965177185458784
770,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8742691493212653,0.8051210938633447
771,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,1,1,1,0,1,0.7458604932736277,0.724156905929139
772,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8185878538229105,0.9000066338799095
773,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,0,0.8615502980475128,0.9593728909081052
774,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,1,1,0,0,1,0.23472714464189146,0.20080195892950123
775,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9259417445124682,0.8061917195912963
776,trainer,betting_sabotage,none,1,1,1,0,1,1,0,1,1,1,0.8745026524642902,0.8766287083198147
777,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8805629985684923,0.7201563683285582
778,outsider_gambler,theft_attempt,none,1,1,0,0,1,0,0,0,1,0,0.12201870145035194,0.05724119159078151
779,rival_trainer,horse_concealment,none,0,1,0,0,1,1,1,0,0,1,0.2195957126082683,0.3299220911454217
780,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,1,1,0,0,1,0.6167202326356315,0.4762616814022285
781,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,0,0,1,0,1,1,0.36530313663224445,0.3762487461229847
782,outsider_gambler,theft_attempt,none,0,0,0,0,0,0,0,0,1,0,0.22517176903920705,0.25641225226170816
783,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,0,1,1,0,1,0.8188387115682644,0.7803179976508977
784,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8078831323626416,0.713135954505122
785,trainer,concealed_financial_pressure,none,1,1,1,0,1,1,1,1,0,1,0.6028578316215273,0.881892653011245
786,rival_trainer,competitive_sabotage,rival_trainer,1,1,0,0,1,0,1,0,0,1,0.4482566661899324,0.327080102114237
787,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.7988559130525743,0.7777965171600955
788,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,1,0,1,1,0,1,1,0.2501286840900949,0.25931277398845715
789,outsider_gambler,betting_sabotage,none,1,1,0,0,1,0,0,0,0,1,0.2043468281237246,0.13178704367743002
790,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,1,0,1,0,0.3247321536643082,0.4855642611643448
791,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8894001882956901,0.682841341480848
792,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.9075339947579812,0.9122430379947407
793,trainer,betting_sabotage,none,1,1,1,1,1,0,1,1,0,0,0.8412326420641859,0.8818752332442906
794,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.861526227388083,0.9391731480519979
795,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,1,1,1,0,1,0.9525031753511779,0.9178371249810997
796,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.7767417235114458,0.9665707472284307
797,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.789999709378746,0.9139970443900421
798,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,1,1,0,0.261928716412043,0.3113836223483271
799,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8451781835148757,0.8924352709222613
800,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.7814733115775722,0.7662543603707839
801,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,0,0,1,0.39882509255357124,0.29445383991028784
802,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,0,0,0.1052026894799022,0.04950139309601817
803,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,1,0,0,1,1,1,1,0.438322925030403,0.34126376089942023
804,outsider_gambler,betting_sabotage,outsider_gambler,0,1,0,0,1,0,0,0,1,0,0.5729297972247629,0.21051543934503403
805,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.9272456133862587,0.965050905212852
806,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,0,1,0,0,1,0.5314491885849933,0.15199327377141406
807,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.9376632934676999,0.862942973766475
808,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.6622527414329461,0.7591170005307794
809,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.719491962089827,0.9035667376707709
810,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8991761191420373,0.8925575443959881
811,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,0,0.7385426943702025,0.886902813125473
812,trainer,betting_sabotage,none,1,1,1,1,1,1,1,1,0,0,0.9267551743961385,0.8389748278914952
813,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,1,0,0,1,0,0.45392894163542336,0.1176841647719771
814,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,0,1,0,1,1,0.4249186327319141,0.08886459100887169
815,outsider_gambler,betting_sabotage,outsider_gambler,1,0,0,0,1,1,0,0,0,0,0.03182722610287407,0.172883499306405
816,outsider_gambler,betting_sabotage,none,0,0,0,0,0,1,1,1,0,1,0.3416928772437512,0.3518726792778777
817,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,1,1,0,0.15056869259968975,0.11352202993833159
818,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,1,1,0,0.2950226119417693,0.3318883971632211
819,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.07793122882107054,0.09325745623601736
820,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,1,1,1,1,1,0.7776317773986585,0.8349943457366705
821,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8854575729686817,0.8663049534441267
822,trainer,concealed_financial_pressure,rival_trainer,1,1,1,0,1,1,1,1,1,1,0.8284628377303065,0.9144982184554515
823,trainer,betting_sabotage,none,1,1,0,1,1,1,0,1,1,1,0.9625422067280511,0.6112463701046673
824,trainer,betting_sabotage,rival_trainer,1,1,0,1,1,1,1,1,0,1,0.7492751494708555,0.7189105462990231
825,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6883683408438125,0.8903301704924711
826,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,0,0,1,0.8479830771187077,0.9336493274415169
827,rival_trainer,competitive_sabotage,rival_trainer,0,1,0,0,1,1,1,0,1,1,0.587388827909696,0.6309886605977725
828,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9020321816813772,0.6482625059817324
829,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,0,1,0,0.28933702142744705,0.1596083688971109
830,outsider_gambler,betting_sabotage,none,0,0,0,0,1,1,0,0,1,0,0.663324425367512,0.10112911880412291
831,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,0,1,0,0.3603630104865939,0.48919542885839995
832,rival_trainer,competitive_sabotage,rival_trainer,1,0,1,0,1,0,1,0,0,1,0.1807091491039317,0.3363829956331551
833,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6767355856649201,0.7675888508851207
834,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,1,1,0,0,1,0.36990341861864157,0.28781710865042553
835,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,0,0.5010187775345888,0.6299631454080323
836,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,1,0,1,0,0.1982641561164518,0.18266901623602602
837,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.7521984244121899,0.735235068405074
838,outsider_gambler,theft_attempt,none,1,0,0,0,1,1,0,0,0,0,0.054503494136078794,0.46459432161015757
839,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.6817453951961405,0.8679434935873135
840,rival_trainer,horse_concealment,rival_trainer,1,0,1,0,1,0,1,0,0,1,0.19550211467660286,0.18130757286257954
841,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,0,0,1,0,0.1161529117143719,0.6476927056514765
842,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,1,0,1,0,0.39055336296829984,0.2287422799703709
843,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.18317047802864805,0.1214076041260209
844,outsider_gambler,theft_attempt,none,0,0,0,0,0,1,0,0,1,0,0.46589704176154273,0.5131019186886909
845,outsider_gambler,betting_sabotage,none,0,1,0,0,1,0,0,0,1,0,0.21920216996943367,0.19567816596591997
846,rival_trainer,competitive_sabotage,rival_trainer,1,1,1,0,1,0,1,1,0,1,0.280893605951268,0.5121359889226619
847,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7182490953353171,0.688800944182823
848,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,0,1,1,0,1,0.2649135694689118,0.1489705519795872
849,rival_trainer,horse_concealment,rival_trainer,1,0,0,0,1,0,1,0,0,1,0.20361893935470163,0.31470151655402817
850,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9723459513133922,0.8076983451224096
851,trainer,betting_sabotage,none,1,1,1,1,1,0,1,1,0,1,0.9081235880550124,0.7833616077930557
852,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7874769902047702,0.6933487696264096
853,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.7993764682285044,0.8197164597559348
854,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,1,0,0,0,0,0,0.0703976969871698,0.10839474358135219
855,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.8237519715861721,0.8037458600736155
856,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.9101306909874425,0.6389199502083935
857,unknown_intruder,opportunistic_intrusion,none,1,0,0,0,0,1,0,0,0,0,0.17154997192458857,0.395837779469031
858,rival_trainer,horse_concealment,rival_trainer,1,0,0,0,0,0,1,0,0,1,0.32965046370474027,0.44939982680716234
859,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,0,1,0,1,1,0.38955746614181225,0.3482178479323187
860,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9726687414615589,0.9155304519892754
861,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.829770867720727,0.8821366868531688
862,trainer,betting_sabotage,none,1,1,1,1,1,1,1,1,0,1,0.8011566566710343,0.6136216132714676
863,outsider_gambler,betting_sabotage,none,1,0,0,0,0,1,0,1,1,0,0.16846338794214433,0.08933461045776452
864,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,1,0,0.9846280827128585,0.9588743129965748
865,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,0,0,0.42183390541945254,0.21122185723600556
866,rival_trainer,horse_concealment,rival_trainer,0,0,1,0,1,1,1,0,1,1,0.3172443891932674,0.40937771270971807
867,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,1,1,0,0,1,0.2828302145315673,0.07211582469192421
868,outsider_gambler,theft_attempt,none,0,0,0,1,1,0,0,0,1,0,0.18225937054047042,0.31915705237072167
869,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.7727823751221572,0.8008796118569963
870,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,1,1,0.7173151039236132,0.9176486774749966
871,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8490169423646708,0.8243817725961106
872,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,0,0,0.027158910279431833,0.2283071170992983
873,outsider_gambler,theft_attempt,none,0,0,0,0,0,0,1,0,0,0,0.22309174938858364,0.19374881055603424
874,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6943605175507898,0.916246667256874
875,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,0,0,0,0,1,0,0.20766209282979303,0.5317663111044716
876,outsider_gambler,betting_sabotage,none,0,0,0,0,0,1,0,0,1,0,0.09208006663544037,0.3322147340791596
877,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,1,0,0,1,0,0.46657384630371834,0.3731275851864794
878,outsider_gambler,betting_sabotage,none,0,1,0,0,1,0,0,0,1,0,0.29575174941574617,0.3355396634055075
879,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.912277162300134,0.8780293383061817
880,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,1,0,1,0,0,1,0.1589907792646892,0.2850590235615684
881,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.4317237727182109,0.9025644118391348
882,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,0,0,0.3732438085630825,0.22321742187460925
883,outsider_gambler,theft_attempt,none,1,1,1,0,1,0,0,0,1,0,0.11943361618973018,0.3105463755783717
884,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,0,0.29942755931138637,0.38438816506424917
885,outsider_gambler,betting_sabotage,none,0,0,0,0,1,1,0,0,1,0,0.10466114936275743,0.11335328398699109
886,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9472025286449897,0.9016281049963526
887,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8704882227176756,0.7576127114219227
888,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.00886981497385377,0.11781718907777657
889,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9513091555938866,0.9492143854842421
890,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.17970338603969988,0.20798677855929945
891,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.7114442787178604,0.7709856310107173
892,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.732553163505032,0.9765706294156149
893,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.5918334143036792,0.8648395546168932
894,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,0,1,0,1,1,0.4209468111384788,0.18929136158989732
895,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.7279393525295581,0.950918131714103
896,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.672822857949445,0.9052283001360008
897,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9450225674597617,0.8735244986578398
898,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,1,0.9293318844806019,0.8972403860347725
899,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.7780669140193583,0.5773550944939182
900,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,1,0.8467317150529952,0.9916052019036479
901,outsider_gambler,betting_sabotage,none,0,1,0,0,1,0,1,0,1,0,0.06615611716232646,0.2781846054549394
902,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,1,0,0,1,1,0,0.361510590309197,0.23288000973691508
903,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,1,1,1,0,1,0.3514902913440192,0.4238804955810211
904,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8931994837601276,0.8272826022531223
905,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8898614716446094,0.6224032637812239
906,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8525274903553591,0.6964323850777141
907,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,0,1,1,0,1,0.19380774032426198,0.6659865923936099
908,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6840766409053809,0.7206051832719205
909,rival_trainer,competitive_sabotage,none,0,0,0,0,1,1,1,0,0,1,0.262623354355349,0.5086894535119781
910,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,1,0,0,0.3161264301620048,0.5618538846739247
911,outsider_gambler,betting_sabotage,none,0,1,0,0,0,0,0,0,1,0,0.2407078881735559,0.3140500138274709
912,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,1,0,0,0,0,0.2748887735280544,0.10429222462776773
913,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,1,0,0,0,0,0.30274985531484505,0.12290204653290884
914,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.8198361607858807,0.9603579988346388
915,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.5556465038359677,0.9184533616701098
916,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.710356359686536,0.7441565113011582
917,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.6971741300060177,0.895641145256952
918,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,0,0.1958067210573866,0.146647861515322
919,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.6035163310632311,0.757049188243483
920,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,0,0,0.04321801471284731,0.2674664332611316
